level_0,index,Vehicle,All_MPG,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Fuel_Rate,Text2,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType,Year,VehicleBrand,VehicleModel,IsLuxuryBrand
89,89,"Mitsubishi Mirage 1.2 L, 3 cyl, Automatic (variable gear ratios)",39MPG3643combined city/hwycityhwy2.6 gal/100 mi,39,MPG,36,43,2.6 gal/100 mi,,1350,17895,7.6 barrels/yr,227 grams/mile,359,Regular Gasoline,2022,Mitsubishi,"Mirage 1.2 L, 3 cyl, Automatic (variable gear ratios)",No
90,90,"Mitsubishi Mirage G4 1.2 L, 3 cyl, Automatic (variable gear ratios)",37MPG3541combined city/hwycityhwy2.7 gal/100 mi,37,MPG,35,41,2.7 gal/100 mi,,1450,18695,8.0 barrels/yr,235 grams/mile,340,Regular Gasoline,2022,Mitsubishi,"Mirage G4 1.2 L, 3 cyl, Automatic (variable gear ratios)",No
91,91,"Hyundai Elantra 2.0 L, 4 cyl, Automatic (AV-S1)",37MPG3343combined city/hwycityhwy2.7 gal/100 mi,37,MPG,33,43,2.7 gal/100 mi,,1450,25950,8.0 barrels/yr,244 grams/mile,459,Regular Gasoline,2022,Hyundai,"Elantra 2.0 L, 4 cyl, Automatic (AV-S1)",No
92,92,"Honda Civic 4Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",36MPG3342combined city/hwycityhwy2.8 gal/100 mi,36,MPG,33,42,2.8 gal/100 mi,,1500,29150,8.3 barrels/yr,243 grams/mile,446,Regular Gasoline,2022,Honda,"Civic 4Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",No
93,93,"Hyundai Accent 1.6 L, 4 cyl, Automatic (AV-S1)",36MPG3341combined city/hwycityhwy2.8 gal/100 mi,36,MPG,33,41,2.8 gal/100 mi,,1500,19600,8.3 barrels/yr,248 grams/mile,428,Regular Gasoline,2022,Hyundai,"Accent 1.6 L, 4 cyl, Automatic (AV-S1)",No
94,94,"Kia Rio 1.6 L, 4 cyl, Automatic (AV-S1)",36MPG3341combined city/hwycityhwy2.8 gal/100 mi,36,MPG,33,41,2.8 gal/100 mi,,1500,17390,8.3 barrels/yr,250 grams/mile,428,Regular Gasoline,2022,Kia,"Rio 1.6 L, 4 cyl, Automatic (AV-S1)",No
95,95,"Mitsubishi Mirage 1.2 L, 3 cyl, Manual 5-spd",36MPG3341combined city/hwycityhwy2.8 gal/100 mi,36,MPG,33,41,2.8 gal/100 mi,,1500,17895,8.3 barrels/yr,242 grams/mile,331,Regular Gasoline,2022,Mitsubishi,"Mirage 1.2 L, 3 cyl, Manual 5-spd",No
96,96,"Mitsubishi Mirage G4 1.2 L, 3 cyl, Manual 5-spd",35MPG3340combined city/hwycityhwy2.9 gal/100 mi,35,MPG,33,40,2.9 gal/100 mi,,1500,18695,8.5 barrels/yr,252 grams/mile,322,Regular Gasoline,2022,Mitsubishi,"Mirage G4 1.2 L, 3 cyl, Manual 5-spd",No
97,97,"Toyota Corolla Hatchback 2.0 L, 4 cyl, Automatic (AV-S10)",35MPG3241combined city/hwycityhwy2.9 gal/100 mi,35,MPG,32,41,2.9 gal/100 mi,,1500,23165,8.5 barrels/yr,251 grams/mile,462,Regular Gasoline,2022,Toyota,"Corolla Hatchback 2.0 L, 4 cyl, Automatic (AV-S10)",No
98,98,"Nissan Versa 1.6 L, 4 cyl, Automatic (variable gear ratios)",35MPG3240combined city/hwycityhwy2.9 gal/100 mi,35,MPG,32,40,2.9 gal/100 mi,,1500,18990,8.5 barrels/yr,254 grams/mile,378,Regular Gasoline,2022,Nissan,"Versa 1.6 L, 4 cyl, Automatic (variable gear ratios)",No
99,99,"Hyundai Elantra 2.0 L, 4 cyl, Automatic (AV-S1)",35MPG3141combined city/hwycityhwy2.9 gal/100 mi,35,MPG,31,41,2.9 gal/100 mi,45.7,1500,25950,8.5 barrels/yr,257 grams/mile,434,Regular Gasoline,2022,Hyundai,"Elantra 2.0 L, 4 cyl, Automatic (AV-S1)",No
100,100,"Kia Forte FE 2.0 L, 4 cyl, Automatic (variable gear ratios)",35MPG3141combined city/hwycityhwy2.9 gal/100 mi,35,MPG,31,41,2.9 gal/100 mi,,1500,19090,8.5 barrels/yr,256 grams/mile,490,Regular Gasoline,2022,Kia,"Forte FE 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
101,101,"Volkswagen Jetta 1.5 L, 4 cyl, Automatic (S8), Turbo",35MPG3141combined city/hwycityhwy2.9 gal/100 mi,35,MPG,31,41,2.9 gal/100 mi,,1500,22065,8.5 barrels/yr,256 grams/mile,462,Regular Gasoline,2022,Volkswagen,"Jetta 1.5 L, 4 cyl, Automatic (S8), Turbo",No
102,102,"Honda Civic 4Dr 2.0 L, 4 cyl, Automatic (variable gear ratios)",35MPG3140combined city/hwycityhwy2.9 gal/100 mi,35,MPG,31,40,2.9 gal/100 mi,,1500,29150,8.5 barrels/yr,254 grams/mile,434,Regular Gasoline,2022,Honda,"Civic 4Dr 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
103,103,"Honda Civic 5Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",35MPG3139combined city/hwycityhwy2.9 gal/100 mi,35,MPG,31,39,2.9 gal/100 mi,,1500,30050,8.5 barrels/yr,258 grams/mile,434,Regular Gasoline,2022,Honda,"Civic 5Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",No
104,104,"Toyota Corolla 2.0 L, 4 cyl, Automatic (AV-S10)",34MPG3140combined city/hwycityhwy2.9 gal/100 mi,34,MPG,31,40,2.9 gal/100 mi,35.3,1550,23575,8.8 barrels/yr,257 grams/mile,449,Regular Gasoline,2022,Toyota,"Corolla 2.0 L, 4 cyl, Automatic (AV-S10)",No
105,105,"Honda Civic 4Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",34MPG3138combined city/hwycityhwy2.9 gal/100 mi,34,MPG,31,38,2.9 gal/100 mi,26.5,1550,29150,8.8 barrels/yr,260 grams/mile,422,Regular Gasoline,2022,Honda,"Civic 4Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",No
106,106,"Toyota Corolla APEX 2.0 L, 4 cyl, Automatic (AV-S10)",34MPG3138combined city/hwycityhwy2.9 gal/100 mi,34,MPG,31,38,2.9 gal/100 mi,,1550,28710,8.8 barrels/yr,265 grams/mile,449,Regular Gasoline,2022,Toyota,"Corolla APEX 2.0 L, 4 cyl, Automatic (AV-S10)",No
107,107,"Toyota Corolla XSE 2.0 L, 4 cyl, Automatic (AV-S10)",34MPG3138combined city/hwycityhwy2.9 gal/100 mi,34,MPG,31,38,2.9 gal/100 mi,,1550,26325,8.8 barrels/yr,265 grams/mile,449,Regular Gasoline,2022,Toyota,"Corolla XSE 2.0 L, 4 cyl, Automatic (AV-S10)",No
108,108,"Volkswagen Jetta 1.5 L, 4 cyl, Manual 6-spd, Turbo",34MPG2943combined city/hwycityhwy2.9 gal/100 mi,34,MPG,29,43,2.9 gal/100 mi,,1550,22065,8.8 barrels/yr,259 grams/mile,449,Regular Gasoline,2022,Volkswagen,"Jetta 1.5 L, 4 cyl, Manual 6-spd, Turbo",No
109,109,"Nissan Kicks 1.6 L, 4 cyl, Automatic (variable gear ratios)",33MPG3136combined city/hwycityhwy3.0 gal/100 mi,33,MPG,31,36,3.0 gal/100 mi,,1600,22550,9.0 barrels/yr,269 grams/mile,356,Regular Gasoline,2022,Nissan,"Kicks 1.6 L, 4 cyl, Automatic (variable gear ratios)",No
110,110,"Chevrolet Spark 1.4 L, 4 cyl, Automatic (variable gear ratios)",33MPG3038combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,38,3.0 gal/100 mi,,1600,18100,9.0 barrels/yr,266 grams/mile,297,Regular Gasoline,2022,Chevrolet,"Spark 1.4 L, 4 cyl, Automatic (variable gear ratios)",No
111,111,"Honda Accord 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",33MPG3038combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,38,3.0 gal/100 mi,,1600,32840,9.0 barrels/yr,268 grams/mile,488,Regular Gasoline,2022,Honda,"Accord 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",No
112,112,"Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (variable gear ratios)",33MPG3038combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,38,3.0 gal/100 mi,34.8,1600,30050,9.0 barrels/yr,269 grams/mile,409,Regular Gasoline,2022,Honda,"Civic 5Dr 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
113,113,"Toyota Corolla 1.8 L, 4 cyl, Automatic (variable gear ratios)",33MPG3038combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,38,3.0 gal/100 mi,,1600,23575,9.0 barrels/yr,267 grams/mile,436,Regular Gasoline,2022,Toyota,"Corolla 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
114,114,"Toyota Corolla Hatchback XSE 2.0 L, 4 cyl, Automatic (AV-S10)",33MPG3038combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,38,3.0 gal/100 mi,,1600,25215,9.0 barrels/yr,266 grams/mile,436,Regular Gasoline,2022,Toyota,"Corolla Hatchback XSE 2.0 L, 4 cyl, Automatic (AV-S10)",No
115,115,"Chevrolet Spark ACTIV 1.4 L, 4 cyl, Automatic (variable gear ratios)",33MPG3037combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,37,3.0 gal/100 mi,,1600,17700,9.0 barrels/yr,266 grams/mile,297,Regular Gasoline,2022,Chevrolet,"Spark ACTIV 1.4 L, 4 cyl, Automatic (variable gear ratios)",No
116,116,"Honda Civic 4Dr 2.0 L, 4 cyl, Automatic (AV-S7)",33MPG3037combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,37,3.0 gal/100 mi,,1600,29150,9.0 barrels/yr,266 grams/mile,409,Regular Gasoline,2022,Honda,"Civic 4Dr 2.0 L, 4 cyl, Automatic (AV-S7)",No
117,117,"Honda Civic 5Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",33MPG3037combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,37,3.0 gal/100 mi,,1600,30050,9.0 barrels/yr,267 grams/mile,409,Regular Gasoline,2022,Honda,"Civic 5Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",No
118,118,"Nissan Rogue FWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",33MPG3037combined city/hwycityhwy3.0 gal/100 mi,33,MPG,30,37,3.0 gal/100 mi,,1600,28840,9.0 barrels/yr,271 grams/mile,478,Regular Gasoline,2022,Nissan,"Rogue FWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",No
119,119,"Volkswagen Jetta SE/SEL 1.5 L, 4 cyl, Automatic (S8), Turbo",33MPG2940combined city/hwycityhwy3.0 gal/100 mi,33,MPG,29,40,3.0 gal/100 mi,,1600,28095,9.0 barrels/yr,268 grams/mile,436,Regular Gasoline,2022,Volkswagen,"Jetta SE/SEL 1.5 L, 4 cyl, Automatic (S8), Turbo",No
120,120,"Kia Forte 2.0 L, 4 cyl, Automatic (variable gear ratios)",33MPG2939combined city/hwycityhwy3.0 gal/100 mi,33,MPG,29,39,3.0 gal/100 mi,,1600,24490,9.0 barrels/yr,271 grams/mile,462,Regular Gasoline,2022,Kia,"Forte 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
121,121,"Nissan Sentra 2.0 L, 4 cyl, Automatic (variable gear ratios)",33MPG2939combined city/hwycityhwy3.0 gal/100 mi,33,MPG,29,39,3.0 gal/100 mi,,1600,21030,9.0 barrels/yr,269 grams/mile,409,Regular Gasoline,2022,Nissan,"Sentra 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
122,122,"Toyota Corolla 1.8 L, 4 cyl, Manual 6-spd",33MPG2939combined city/hwycityhwy3.0 gal/100 mi,33,MPG,29,39,3.0 gal/100 mi,,1600,23575,9.0 barrels/yr,271 grams/mile,436,Regular Gasoline,2022,Toyota,"Corolla 1.8 L, 4 cyl, Manual 6-spd",No
123,123,"Chevrolet Spark 1.4 L, 4 cyl, Manual 5-spd",33MPG2938combined city/hwycityhwy3.0 gal/100 mi,33,MPG,29,38,3.0 gal/100 mi,,1600,18100,9.0 barrels/yr,273 grams/mile,297,Regular Gasoline,2022,Chevrolet,"Spark 1.4 L, 4 cyl, Manual 5-spd",No
124,124,"Toyota Corolla Cross 2.0 L, 4 cyl, Automatic (AV-S10)",32MPG3133combined city/hwycityhwy3.1 gal/100 mi,32,MPG,31,33,3.1 gal/100 mi,21.0,1650,26575,9.3 barrels/yr,275 grams/mile,397,Regular Gasoline,2022,Toyota,"Corolla Cross 2.0 L, 4 cyl, Automatic (AV-S10)",No
125,125,"Hyundai Kona FWD 2.0 L, 4 cyl, Automatic (AV-S1)",32MPG3035combined city/hwycityhwy3.1 gal/100 mi,32,MPG,30,35,3.1 gal/100 mi,33.3,1650,28600,9.3 barrels/yr,281 grams/mile,422,Regular Gasoline,2022,Hyundai,"Kona FWD 2.0 L, 4 cyl, Automatic (AV-S1)",No
126,126,"Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo",32MPG2938combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,38,3.1 gal/100 mi,,1650,31190,9.3 barrels/yr,277 grams/mile,506,Regular Gasoline,2022,Kia,"K5 1.6 L, 4 cyl, Automatic (S8), Turbo",No
127,127,"MINI Cooper Convertible 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",32MPG2938combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,38,3.1 gal/100 mi,,2050,27900,9.3 barrels/yr,273 grams/mile,371,Regular Gasoline,2022,MINI,"Cooper Convertible 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",No
128,128,"MINI Cooper Hardtop 2 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",32MPG2938combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,38,3.1 gal/100 mi,,2050,22900,9.3 barrels/yr,273 grams/mile,371,Regular Gasoline,2022,MINI,"Cooper Hardtop 2 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",No
129,129,"MINI Cooper Hardtop 4 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",32MPG2938combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,38,3.1 gal/100 mi,,2050,23900,9.3 barrels/yr,273 grams/mile,371,Regular Gasoline,2022,MINI,"Cooper Hardtop 4 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo",No
130,130,"Chevrolet Spark ACTIV 1.4 L, 4 cyl, Manual 5-spd",32MPG2937combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,37,3.1 gal/100 mi,,1650,17700,9.3 barrels/yr,278 grams/mile,288,Regular Gasoline,2022,Chevrolet,"Spark ACTIV 1.4 L, 4 cyl, Manual 5-spd",No
131,131,"Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (AV-S7)",32MPG2937combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,37,3.1 gal/100 mi,,1650,30050,9.3 barrels/yr,277 grams/mile,397,Regular Gasoline,2022,Honda,"Civic 5Dr 2.0 L, 4 cyl, Automatic (AV-S7)",No
132,132,"Lexus UX 200 2.0 L, 4 cyl, Automatic (AV-S10)",32MPG2937combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,37,3.1 gal/100 mi,,1650,38490,9.3 barrels/yr,271 grams/mile,397,Regular Gasoline,2022,Lexus,"UX 200 2.0 L, 4 cyl, Automatic (AV-S10)",Yes
133,133,"Toyota Corolla XLE 1.8 L, 4 cyl, Automatic (variable gear ratios)",32MPG2937combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,37,3.1 gal/100 mi,,1650,24825,9.3 barrels/yr,274 grams/mile,422,Regular Gasoline,2022,Toyota,"Corolla XLE 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
134,134,"Chevrolet Malibu 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",32MPG2936combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,36,3.1 gal/100 mi,,1650,33500,9.3 barrels/yr,275 grams/mile,506,Regular Gasoline,2022,Chevrolet,"Malibu 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo",No
135,135,"Nissan Rogue FWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",32MPG2936combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,36,3.1 gal/100 mi,,1650,36930,9.3 barrels/yr,278 grams/mile,464,Regular Gasoline,2022,Nissan,"Rogue FWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",No
136,136,"Toyota Corolla 2.0 L, 4 cyl, Manual 6-spd",32MPG2936combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,36,3.1 gal/100 mi,,1650,23575,9.3 barrels/yr,277 grams/mile,422,Regular Gasoline,2022,Toyota,"Corolla 2.0 L, 4 cyl, Manual 6-spd",No
137,137,"Honda Accord Sport/Touring 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",32MPG2935combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,35,3.1 gal/100 mi,25.3,1650,38450,9.3 barrels/yr,278 grams/mile,474,Regular Gasoline,2022,Honda,"Accord Sport/Touring 1.5 L, 4 cyl, Automatic (AV-S7), Turbo",No
138,138,"Hyundai Kona FWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo",32MPG2935combined city/hwycityhwy3.1 gal/100 mi,32,MPG,29,35,3.1 gal/100 mi,,1650,28600,9.3 barrels/yr,284 grams/mile,422,Regular Gasoline,2022,Hyundai,"Kona FWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo",No
139,139,"Nissan Altima 2.5 L, 4 cyl, Automatic (variable gear ratios)",32MPG2839combined city/hwycityhwy3.1 gal/100 mi,32,MPG,28,39,3.1 gal/100 mi,,1650,24900,9.3 barrels/yr,278 grams/mile,518,Regular Gasoline,2022,Nissan,"Altima 2.5 L, 4 cyl, Automatic (variable gear ratios)",No
140,140,"Toyota Camry LE/SE 2.5 L, 4 cyl, Automatic (S8)",32MPG2839combined city/hwycityhwy3.1 gal/100 mi,32,MPG,28,39,3.1 gal/100 mi,29.1,1650,28085,9.3 barrels/yr,280 grams/mile,506,Regular Gasoline,2022,Toyota,"Camry LE/SE 2.5 L, 4 cyl, Automatic (S8)",No
141,141,"Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8)",32MPG2838combined city/hwycityhwy3.1 gal/100 mi,32,MPG,28,38,3.1 gal/100 mi,,1650,34750,9.3 barrels/yr,282 grams/mile,509,Regular Gasoline,2022,Hyundai,"Sonata 2.5 L, 4 cyl, Automatic (S8)",No
142,142,"Nissan Sentra SR 2.0 L, 4 cyl, Automatic (variable gear ratios)",32MPG2837combined city/hwycityhwy3.1 gal/100 mi,32,MPG,28,37,3.1 gal/100 mi,,1650,22700,9.3 barrels/yr,283 grams/mile,397,Regular Gasoline,2022,Nissan,"Sentra SR 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
143,143,"Subaru Impreza 4-Door 2.0 L, 4 cyl, Automatic (AV-S7)",32MPG2836combined city/hwycityhwy3.1 gal/100 mi,32,MPG,28,36,3.1 gal/100 mi,,1650,22695,9.3 barrels/yr,280 grams/mile,422,Regular Gasoline,2022,Subaru,"Impreza 4-Door 2.0 L, 4 cyl, Automatic (AV-S7)",No
144,144,"Kia Seltos FWD 2.0 L, 4 cyl, Automatic (AV-S8)",31MPG2935combined city/hwycityhwy3.2 gal/100 mi,31,MPG,29,35,3.2 gal/100 mi,,1700,22790,9.6 barrels/yr,283 grams/mile,409,Regular Gasoline,2022,Kia,"Seltos FWD 2.0 L, 4 cyl, Automatic (AV-S8)",No
145,145,"Kia Soul Eco dynamics 2.0 L, 4 cyl, Automatic (variable gear ratios)",31MPG2935combined city/hwycityhwy3.2 gal/100 mi,31,MPG,29,35,3.2 gal/100 mi,,1700,0,9.6 barrels/yr,287 grams/mile,443,Regular Gasoline,2022,Kia,"Soul Eco dynamics 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
146,146,"Chevrolet Trailblazer FWD 1.3 L, 3 cyl, Automatic (variable gear ratios), Turbo",31MPG2933combined city/hwycityhwy3.2 gal/100 mi,31,MPG,29,33,3.2 gal/100 mi,,1700,25700,9.6 barrels/yr,289 grams/mile,409,Regular Gasoline,2022,Chevrolet,"Trailblazer FWD 1.3 L, 3 cyl, Automatic (variable gear ratios), Turbo",No
147,147,"Hyundai Venue 1.6 L, 4 cyl, Automatic (AV-S1)",31MPG2933combined city/hwycityhwy3.2 gal/100 mi,31,MPG,29,33,3.2 gal/100 mi,43.5,1700,22250,9.6 barrels/yr,290 grams/mile,369,Regular Gasoline,2022,Hyundai,"Venue 1.6 L, 4 cyl, Automatic (AV-S1)",No
148,148,"MINI Cooper S Hardtop 2 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",31MPG2838combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,38,3.2 gal/100 mi,,2100,26900,9.6 barrels/yr,280 grams/mile,360,Regular Gasoline,2022,MINI,"Cooper S Hardtop 2 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",No
149,149,"MINI Cooper S Hardtop 4 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",31MPG2838combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,38,3.2 gal/100 mi,,2100,27900,9.6 barrels/yr,280 grams/mile,360,Regular Gasoline,2022,MINI,"Cooper S Hardtop 4 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",No
150,150,"Honda Civic 5Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo",31MPG2837combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,37,3.2 gal/100 mi,,1700,30050,9.6 barrels/yr,282 grams/mile,384,Regular Gasoline,2022,Honda,"Civic 5Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo",No
151,151,"Hyundai Elantra 1.6 L, 4 cyl, Automatic (AM-S7), Turbo",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,,1700,25950,9.6 barrels/yr,288 grams/mile,384,Regular Gasoline,2022,Hyundai,"Elantra 1.6 L, 4 cyl, Automatic (AM-S7), Turbo",No
152,152,"Mazda 3 4-Door 2WD 2.0 L, 4 cyl, Automatic (S6)",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,,1700,27700,9.6 barrels/yr,287 grams/mile,409,Regular Gasoline,2022,Mazda,"3 4-Door 2WD 2.0 L, 4 cyl, Automatic (S6)",No
153,153,"Subaru Impreza 5-Door 2.0 L, 4 cyl, Automatic (AV-S7)",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,,1700,26895,9.6 barrels/yr,284 grams/mile,409,Regular Gasoline,2022,Subaru,"Impreza 5-Door 2.0 L, 4 cyl, Automatic (AV-S7)",No
154,154,"Toyota Corolla APEX 2.0 L, 4 cyl, Manual 6-spd",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,,1700,28710,9.6 barrels/yr,286 grams/mile,409,Regular Gasoline,2022,Toyota,"Corolla APEX 2.0 L, 4 cyl, Manual 6-spd",No
155,155,"Toyota Corolla Hatchback 2.0 L, 4 cyl, Manual 6-spd",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,,1700,23165,9.6 barrels/yr,284 grams/mile,409,Regular Gasoline,2022,Toyota,"Corolla Hatchback 2.0 L, 4 cyl, Manual 6-spd",No
156,156,"Volkswagen Taos 1.5 L, 4 cyl, Automatic 8-spd, Turbo",31MPG2836combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,36,3.2 gal/100 mi,34.6,1700,32090,9.6 barrels/yr,286 grams/mile,409,Regular Gasoline,2022,Volkswagen,"Taos 1.5 L, 4 cyl, Automatic 8-spd, Turbo",No
157,157,"Nissan Rogue AWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",31MPG2835combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,35,3.2 gal/100 mi,,1700,38430,9.6 barrels/yr,287 grams/mile,450,Regular Gasoline,2022,Nissan,"Rogue AWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",No
158,158,"Nissan Rogue AWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",31MPG2834combined city/hwycityhwy3.2 gal/100 mi,31,MPG,28,34,3.2 gal/100 mi,,1700,0,9.6 barrels/yr,288 grams/mile,450,Regular Gasoline,2022,Nissan,"Rogue AWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo",No
159,159,"Toyota Camry XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",31MPG2738combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,38,3.2 gal/100 mi,,1700,35720,9.6 barrels/yr,286 grams/mile,490,Regular Gasoline,2022,Toyota,"Camry XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",No
160,160,"Honda Civic 4Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,36.8,2100,29150,9.6 barrels/yr,285 grams/mile,384,Regular Gasoline,2022,Honda,"Civic 4Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo",No
161,161,"Hyundai Sonata 1.6 L, 4 cyl, Automatic (S8), Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,1700,34750,9.6 barrels/yr,293 grams/mile,493,Regular Gasoline,2022,Hyundai,"Sonata 1.6 L, 4 cyl, Automatic (S8), Turbo",No
162,162,"Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8)",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,1700,34750,9.6 barrels/yr,293 grams/mile,493,Regular Gasoline,2022,Hyundai,"Sonata 2.5 L, 4 cyl, Automatic (S8)",No
163,163,"Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,1700,31190,9.6 barrels/yr,292 grams/mile,490,Regular Gasoline,2022,Kia,"K5 1.6 L, 4 cyl, Automatic (S8), Turbo",No
164,164,"MINI Cooper Convertible 1.5 L, 3 cyl, Manual 6-spd, Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,2100,27900,9.6 barrels/yr,284 grams/mile,360,Regular Gasoline,2022,MINI,"Cooper Convertible 1.5 L, 3 cyl, Manual 6-spd, Turbo",No
165,165,"MINI Cooper Hardtop 2 door 1.5 L, 3 cyl, Manual 6-spd, Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,2100,22900,9.6 barrels/yr,284 grams/mile,360,Regular Gasoline,2022,MINI,"Cooper Hardtop 2 door 1.5 L, 3 cyl, Manual 6-spd, Turbo",No
166,166,"MINI Cooper Hardtop 4 door 1.5 L, 3 cyl, Manual 6-spd, Turbo",31MPG2737combined city/hwycityhwy3.2 gal/100 mi,31,MPG,27,37,3.2 gal/100 mi,,2100,23900,9.6 barrels/yr,284 grams/mile,360,Regular Gasoline,2022,MINI,"Cooper Hardtop 4 door 1.5 L, 3 cyl, Manual 6-spd, Turbo",No
